no.,dise code,crc no.,school name,school mgt,school cat.,c1_b,c1_g,c2_b,c2_g,c3_b,c3_g,c4_b,c4_g,c5_b,c5_g,c6_b,c6_g,c7_b,c7_g,c8_b,c8_g,c9_b,c9_g,c10_b,c10_g,c11_b,c11_g,c12_b,c12_g,tch_m,tch_f,tch_t,tchregu,tchcont,tchpart,stdcode1,phone1,mobile1,stdcode2,phone2,mobile2,email
186,24091500657,C.R.C. NO. 6,MAZHAR KANYA VIDHYALAYA (SECONDARY),Pvt. Aided                                                                 ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,161,0,129,0,63,7,5,12,12,0,0,281,2707535,9427213515,,,,mazharkanya@gmail.com
187,24091500658,C.R.C. NO. 6,SHRI BHUSHAN SEC. AND H. S. SCHOOL,Pvt. Unaided                                                               ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,108,123,85,76,41,56,24,10,4,14,4,10,0,281,2478900,,,,,
188,24091500659,C.R.C. NO. 6,SHRI BHUSHAN H. S. SCHOOL (COMMERCE),Pvt. Unaided                                                               ,Higher Secondary only/Jr. College                                          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,85,94,80,8,2,10,2,8,0,281,2490601,,,,,
189,24091500660,C.R.C. NO. 6,BHOOMIKA VIDHIYALAY,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,18,17,18,20,26,11,31,10,22,13,17,22,29,17,16,5,0,0,0,0,0,0,0,0,6,3,9,0,9,0,281,6590054,9427720722,,,,littlestarrajkot@yahoo.com
190,24091500661,C.R.C. NO. 6,LITTLE STAR ENGLISH SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,22,17,16,12,24,9,22,18,29,4,9,8,13,9,10,8,0,0,0,0,0,0,0,0,4,5,9,9,0,0,281,6590054,9427727022,,,,littlestarrajkot@yahoo.com
191,24091500662,C.R.C. NO. 6, ILMALAY PRIMARY SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,17,0,9,0,28,0,23,0,25,0,28,0,50,0,51,0,0,0,0,0,0,0,0,0,5,2,7,0,7,0,281,2701122,9427167536,,,,eelmalayprimaryschool@gmail.com
192,24091500663,C.R.C. NO. 6,SRI  YOGESHWAR VIDYAMANDIR,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,36,18,34,27,38,22,40,29,28,22,37,19,37,28,45,18,0,0,0,0,0,0,0,0,2,9,11,0,11,0,281,2701260,9825110751,,,,shriyogeshwarvidyamandir@gmail.com
193,24091500664,C.R.C. NO. 6,SAIFY HIGH SCHOOL,Pvt. Aided                                                                 ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,25,111,9,40,12,61,0,5,1,6,6,0,0,281,2701229,9898994593,,,,
194,24091500665,C.R.C. NO. 7,RAJKUMAR VIDHAYALAY(SEC.& H.SEC.),Pvt. Unaided                                                               ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,4,90,13,12,7,0,0,6,0,6,6,0,0,281,2701897,9924576992,,,,mms.sankul@gmail.com
195,24091500666,C.R.C. NO. 6,NAVODIT HIGHER SEC. SCHOOL,Pvt. Unaided                                                               ,Higher Secondary only/Jr. College                                          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,13,49,17,2,1,3,3,0,0,281,2452629,9428252638,,,,navoditvidhyalaya2012@gmail.com
196,24091500667,C.R.C. NO. 6, PARIMAL VIDHYAVIHAR,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,36,31,38,31,39,32,37,14,32,29,41,24,47,20,42,20,0,0,0,0,0,0,0,0,2,7,9,0,9,0,281,2490601,9974650060,,,,
197,24091500668,C.R.C. NO. 6,ASHAPURA VIDHYA MANDIR,Pvt. Unaided                                                               ,Primary                                                                    ,11,7,12,4,15,12,14,11,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6,0,6,0,281,6548380,9825229838,,,,
198,24091500669,C.R.C. NO. 6,SAINT MIRA MEDIUM ENGLISH,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,31,27,29,25,17,14,19,8,12,10,13,6,6,4,0,0,0,0,0,0,0,0,0,0,1,11,12,12,0,0,281,2471554,9824490291,,,,
199,24091500670,C.R.C. NO. 6,Masum Vidhyalaya,Pvt. Aided                                                                 ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,78,316,64,244,78,279,61,46,15,61,61,0,0,281,2703324,927590333,,,,shaileshbhai_vora@yahoo.com
200,24091500671,C.R.C. NO. 6,BLOSSOM KINDER-GARTEN & PRIMARY SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,28,18,27,19,23,16,24,11,25,13,19,11,14,12,13,2,0,0,0,0,0,0,0,0,1,9,10,10,0,0,281,6560354,9327971065,,,,blossomkgprischool@gmail.com
201,24091500672,C.R.C. NO. 6,POLE STAR PRIMARY SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,27,22,22,32,29,17,13,12,18,13,12,8,6,0,8,2,0,0,0,0,0,0,0,0,0,9,9,9,0,0,281,2454436,,,,,
202,24091500673,C.R.C. NO. 6,SHREE RAMKRUSHNA PRATHMIK SHALA,Pvt. Unaided                                                               ,Primary                                                                    ,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,0,281,2703303,9979605301,,,,
203,24091500674,C.R.C. NO. 6,FLORA ENGLISH MEDIUM SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,11,7,12,4,8,3,5,0,3,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,0,0,281,2701288,,281,3245569,,floraenglishmediumschool@rediffmail.com
204,24091500701,C.R.C. NO. 20,SCHOOL NO.69,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,15,21,14,17,7,20,14,15,11,19,20,17,15,15,13,21,0,0,0,0,0,0,0,0,0,7,7,7,0,0,,,8156080191,,,9501593059,
205,24091500703,C.R.C. NO. 14,SCHOOL NO.35,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,11,13,23,19,14,16,14,17,9,11,7,11,7,6,0,0,0,0,0,0,0,0,0,0,3,3,6,6,0,0,281,,9428202668,,,9825078000,msb35@gmail.com
206,24091500704,C.R.C. NO. 19,SCHOOL NO.20 B,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,15,19,32,26,16,23,19,19,11,13,12,7,7,14,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,281,2377566,9879995998,,,9426786081,
207,24091500705,C.R.C. NO. 20,SCHOOL NO.88 A,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,24,36,28,28,27,22,31,25,30,35,37,36,50,38,37,31,0,0,0,0,0,0,0,0,8,7,15,15,0,0,281,2311057,9426737488,,,9428700484,schoolno88a@gmail.com
208,24091500711,C.R.C. NO. 7,SARDAR SHREE VALLABHBHAI PATEL,Pvt. Aided                                                                 ,Primary with Upper Primary                                                 ,11,12,9,8,9,1,16,6,19,9,24,9,19,11,28,3,0,0,0,0,0,0,0,0,1,4,5,5,0,0,,,9428038215,,,9428465481,
209,24091500712,C.R.C. NO. 7,NAVODIT VIDHIYAMANNDIR,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,4,3,3,2,1,1,1,2,1,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,281,2706305,,,,,
210,24091500716,C.R.C. NO. 7,SARDAMANI VIDYAMANDIR,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,0,13,0,19,0,24,0,20,0,21,0,25,0,28,0,28,0,0,0,0,0,0,0,0,2,5,7,7,0,0,281,2701921,9428462062,,,,shardamanividyamandir@gmail.com
211,24091500717,C.R.C. NO. 7,SHREE CHANAKIYA VIDYALAY,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,3,14,4,6,8,7,8,9,14,14,15,9,5,9,6,10,0,0,0,0,0,0,0,0,1,7,8,8,0,0,281,2707115,9428233126,,,,
212,24091500718,C.R.C. NO. 7,SHREE SARDAMANDIR VIDYALAY,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,1,1,2,0,1,0,4,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,4,6,6,0,0,281,0,9824485084,,,,
213,24091500720,C.R.C. NO. 7,MOTHERLAND SHAIKSHANIK SANKUL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,32,33,36,28,42,32,20,52,40,21,38,23,24,36,37,20,0,0,0,0,0,0,0,0,7,2,9,0,9,0,281,2701897,9924576992,,,,mms.sankul@gmail.com
214,24091500721,C.R.C. NO. 7,SHREE SARASWATI VIDYALAY-RAJKOT,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,22,0,25,0,28,0,37,0,32,0,34,0,36,0,39,0,0,0,0,0,0,0,0,0,2,6,8,0,8,0,281,2702146,9879013939,,,,
215,24091500722,C.R.C. NO. 7,SHREE PRATIK VIDHYA MANDIR / PRATIK SCHOOL,Pvt. Unaided                                                               ,Pr. Up Pr. and Secondary Only                                              ,33,27,32,24,33,20,33,22,24,23,23,14,18,21,15,14,16,7,21,9,0,0,0,0,4,8,12,12,0,0,281,2702600,9898555970,,,,pratikschoolrajkot3@gmail.com
216,24091500723,C.R.C. NO. 7,SHREE P  B PATEL VIDHYALAYA,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,25,10,34,21,8,48,39,13,50,17,38,14,29,8,26,6,0,0,0,0,0,0,0,0,4,5,9,6,3,0,281,3245568,9426905568,,,,pbpateledu@gmail.com
217,24091500724,C.R.C. NO. 7,SHREE VIKAS PRA. SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,0,4,0,9,0,5,0,7,0,5,0,5,0,7,0,4,0,0,0,0,0,0,0,0,0,8,8,0,8,0,281,2701639,9427729744,,,,
218,24091500725,C.R.C. NO. 7,JAWAHAR VIDHYALAYA BEDIPARA,Pvt. Aided                                                                 ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,12,93,6,0,0,0,0,4,3,7,7,0,0,281,2706305,9824810115,,,,javaharvidhyalay@gmail.com
219,24091500726,C.R.C. NO. 7,SHRI SHARDA MANDIR VIDHYALAYA,Pvt. Unaided                                                               ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,,,9824485084,,,,
220,24091500727,C.R.C. NO. 7,NACHIKETA VIDHYALAYA,Pvt. Unaided                                                               ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,16,41,23,7,10,2,0,4,3,7,7,0,0,281,2702146,9879013939,,,,
221,24091500728,C.R.C. NO. 7,SHRI MURLIDHAR VIDHYALAYA,Pvt. Unaided                                                               ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,40,0,14,0,18,0,4,1,5,5,0,0,281,2701148,9925024602,,,,karanrathod51@yahoo.com
222,24091500729,C.R.C. NO. 7,MARUTI MOTHERLAND HIGH SCHOOL,Pvt. Aided                                                                 ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,22,38,0,0,0,0,2,1,3,3,0,0,281,2701897,9879481878,,,9978103560,mms.sankul@gmail.com
223,24091500730,C.R.C. NO. 7,SARDAR SHRI VALLABHBHAI PATEL VIDYALAY,Pvt. Aided                                                                 ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,49,0,0,0,0,0,1,1,2,2,0,0,281,2701746,9998943057,,,,svpvidhyalay2014@gmail.com
224,24091500731,C.R.C. NO. 7,SHREE BANSHIDHAR GIRLS SCHOOL,Pvt. Unaided                                                               ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,20,0,0,0,0,3,3,6,6,0,0,281,2701148,9925024602,,,,karanrathod51@yahoo.com
225,24091500732,C.R.C. NO. 7,B. K. ENGLISH SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,49,37,35,25,11,17,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,4,0,0,0,,9825724496,,,,bkschoolrajkot@gmail.com
226,24091500733,C.R.C. NO. 7,SHRI SHIV SHAKTI VIDHYAMANDIR,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,16,14,24,12,18,18,12,14,15,12,19,9,10,9,10,2,0,0,0,0,0,0,0,0,2,6,8,8,0,0,,,9726242800,,,9712283056,
227,24091500734,C.R.C. NO. 7,SHRI MAHAVIR VINAY MANDIR,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,12,7,8,8,17,9,9,8,13,17,8,11,8,10,8,11,0,0,0,0,0,0,0,0,1,5,6,6,0,0,281,2701854,9429167880,,,,
228,24091500735,C.R.C. NO. 7,SHRI SARASVATI PRATHMIK SHALA RAJKOT,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,0,20,0,26,0,28,3,32,4,31,3,34,5,32,0,17,0,0,0,0,0,0,0,0,1,7,8,0,8,0,281,2702146,9879013939,,,,
229,24091500736,C.R.C. NO. 7,SHRI MARUTI MOTHERLAND PRI SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,31,30,27,33,32,28,42,16,36,23,32,28,22,37,34,22,0,0,0,0,0,0,0,0,5,4,9,0,9,0,281,2701897,9924576992,,,,mms.sankul@yahoo.com
230,24091500737,C.R.C. NO. 7,MARUTI VIDHYAMANDIR,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,40,25,44,24,50,24,58,11,37,23,46,14,49,11,31,26,0,0,0,0,0,0,0,0,5,4,9,0,9,0,281,2701897,9924576992,,,,mms.sankul@yahoo.com
231,24091500738,C.R.C. NO. 7,SHRI MURLIDHAR VIDHYALAY (PRIMARY),Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,34,23,28,15,39,17,32,25,35,17,27,29,25,20,50,15,0,0,0,0,0,0,0,0,2,8,10,10,0,0,281,2701148,9925024602,,,,karanrathod51@yahoo.com
232,24091500739,C.R.C. NO. 7,SHREE PRAGATY VIDHYALAY,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,18,17,24,17,23,17,23,13,28,13,17,13,30,15,30,9,0,0,0,0,0,0,0,0,11,0,11,11,0,0,281,2450525,9904585786,,,9723517902,pragaty.tc1994@gmail.com; jitukhunt1024@gmail.com
233,24091500741,C.R.C. NO. 7,SHREE BANSHIDHAR VIDHAYALAY(H.S.),Pvt. Unaided                                                               ,Higher Secondary only/Jr. College                                          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,5,1,6,6,0,0,281,2701148,7383239645,,,,hitesh751984@gmail.com
234,24091500742,C.R.C. NO. 7,MARUTI MOTHERLAND HIGH SCHOOL (H.S.),Pvt. Unaided                                                               ,Higher Secondary only/Jr. College                                          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,14,36,20,6,0,6,0,6,0,281,2701897,9924576992,,,,mms.sankul@yahoo.com
235,24091500743,C.R.C. NO. 7,JAWAHAR UCHCHATAR MADHYAMIK VIDYALAYA,Pvt. Unaided                                                               ,Higher Secondary only/Jr. College                                          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,23,14,2,3,5,5,0,0,281,2706305,,,,9099448447,jawaharscienceschool@gmail.com
236,24091500744,C.R.C. NO. 7,NOBALSAIKASHANIK SANKUL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,8,13,10,6,15,18,12,13,23,6,14,5,19,7,19,7,0,0,0,0,0,0,0,0,2,7,9,9,0,0,281,2701175,9925024607,281,2701175,9913325179,nobalschool@gmail.com
237,24091500745,C.R.C. NO. 7,JAYHIND MADHYAMIK SHALA,Pvt. Unaided                                                               ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,30,13,10,0,0,0,0,3,2,5,0,5,0,281,2703303,9979605301,,,,jayhindschool107@gmail.com
238,24091500746,C.R.C. NO. 7,STAR KIDS INTERNATIIONAL SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,1,2,5,1,3,2,2,0,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,5,8,8,0,0,281,3245568,9426905568,,,,skisedu@gmail.com
239,24091500801,C.R.C. NO. 19,SCHOOL NO.20,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,2,2,4,3,5,3,5,3,2,4,7,1,8,3,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,281,2454840,9714714922,,,9408038070,
240,24091500802,C.R.C. NO. 19,SCHOOL NO.65,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,10,7,7,4,8,6,5,7,9,6,11,6,9,9,4,7,0,0,0,0,0,0,0,0,2,3,5,5,0,0,281,2376704,9825220813,,,9725533129,
241,24091500808,C.R.C. NO. 8,SCHOOL NO.48,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,7,11,11,3,9,7,16,10,6,13,11,9,13,15,12,11,0,0,0,0,0,0,0,0,1,5,6,6,0,0,,,9033741012,,,9004177511,gadhiyashahin@gmail.com
242,24091500809,C.R.C. NO. 8,CHANAKYA VIDHYAMANDIR,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,39,29,31,21,42,19,42,32,35,19,37,29,35,30,38,17,0,0,0,0,0,0,0,0,1,21,22,22,0,0,281,2231613,9879695235,,,9737605605,chanakyavidhyamandir@gmail.com
243,24091500810,C.R.C. NO. 8,SHIV PR.SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,7,16,8,10,13,10,6,9,10,6,11,9,8,10,0,0,0,0,0,0,0,0,0,0,2,6,8,8,0,0,281,2239137,9824537200,,,,
244,24091500811,C.R.C. NO. 8,K.N.JANI PR.SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,0,46,0,45,0,43,0,45,0,52,0,44,0,54,0,56,0,0,0,0,0,0,0,0,4,4,8,8,0,0,281,2225218,,,,,
245,24091500812,C.R.C. NO. 8,HATHIKHANA GRANT SHALA,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,32,0,24,0,28,0,34,0,35,0,34,0,41,0,45,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,281,2225218,,,,,
246,24091500813,C.R.C. NO. 8,MAHALAXMI PR.SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,30,0,28,0,30,0,26,0,46,0,42,0,42,0,42,0,0,0,0,0,0,0,0,0,2,6,8,8,0,0,281,2225218,,,,,
247,24091500814,C.R.C. NO. 8,BAI SAHEBBA HIGH SCHOOL,Department of Education                                                    ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,23,0,95,0,85,5,7,12,12,0,0,281,2226784,9687883035,,,,ictbjol@gmail.com
248,24091500815,C.R.C. NO. 8,SHRI KN JANI MEMO. MURLIDHAR VIDYAL,Pvt. Unaided                                                               ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,2,1,3,0,3,0,281,2225218,,,,,
249,24091500816,C.R.C. NO. 8,MOHANDAS GANDHI VIDYALAYA,Department of Education                                                    ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,15,0,47,0,55,0,16,1,17,17,0,0,281,2242725,9824529796,,,,
250,24091500817,C.R.C. NO. 8,SHRI MURLIDHAR HIGH SCHOOL,Pvt. Aided                                                                 ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,65,110,86,0,72,0,64,13,4,17,17,0,0,281,2225218,,,,,
251,24091500818,C.R.C. NO. 8,SHRI MURLIDHAR HIGH SCHOOL NON-GRNT,Pvt. Unaided                                                               ,Higher Secondary only/Jr. College                                          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,68,0,2,3,5,5,0,0,281,22252218,,,,,
252,24091500819,C.R.C. NO. 8,SHRI KARANSINHJI HIGHER SEC. SCHOOL,Department of Education                                                    ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,18,0,158,0,147,0,11,6,17,17,0,0,281,2226889,9879675090,,,,karansinhji@gmail.com
253,24091500820,C.R.C. NO. 8,CHANAKYA MADHYAMIK VIDHYAMANDIR,Pvt. Unaided                                                               ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,22,36,30,12,8,22,15,4,10,14,14,0,0,281,2231613,9426784731,,,,chanakyavidhyamandir@gmail.com
254,24091500821,C.R.C. NO. 8,MATHER TERESHA PRA.SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,6,15,13,13,12,8,13,14,10,6,9,5,7,10,10,1,0,0,0,0,0,0,0,0,1,7,8,8,0,0,0,,9998740862,,,9727337272,
255,24091500822,C.R.C. NO. 8,AADARSH MIDDLE SCHOOL (H S),Pvt. Unaided                                                               ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
256,24091500823,C.R.C. NO. 8,AADARSH MIDDLE SCHOOL (H S),Pvt. Aided                                                                 ,Higher Secondary only/Jr. College                                          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
257,24091500901,C.R.C. NO. 9,SCHOOL NO. 8,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,14,18,9,17,15,9,16,12,15,13,11,16,11,12,9,25,0,0,0,0,0,0,0,0,4,4,8,8,0,0,,,9714617600,,,,
258,24091500903,C.R.C. NO. 9,SCHOOL NO. 19,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,6,15,13,9,14,10,14,6,10,19,14,7,14,18,16,9,0,0,0,0,0,0,0,0,1,7,8,8,0,0,,,9429432291,,,,
259,24091500906,C.R.C. NO. 12,G T SHETH VIDHYALAY (H.S. GUJ MED),Pvt. Aided                                                                 ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,53,74,43,43,78,46,68,9,5,14,14,0,0,281,2577778,9924309779,281,2577779,,
260,24091500907,C.R.C. NO. 12,G T SHETH VIDHYALAY (H.S. ENG MED),Pvt. Aided                                                                 ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,26,45,16,33,12,43,15,4,2,6,6,0,0,281,2577778,9428796054,,,,
261,24091500908,C.R.C. NO. 11,ADARSH NIVASI SCHOOL (SC) KUMAR ,Tribal/Social Welfare Dept.                                                ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,39,0,0,0,0,0,4,1,5,5,0,0,281,2783428,9904126460,,,,prakash.surani@gmail.com
262,24091500909,C.R.C. NO. 11,ADARSH NIVASI SCHOOL (SC) GIRLS,Pvt. Aided                                                                 ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,32,0,19,0,18,2,4,6,5,1,0,281,2561019,9428795466,,,,adskanyaa@gmail.com
263,24091501001,C.R.C. NO. 14,SCHOOL NO.47,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,24,24,21,22,21,29,20,16,16,24,24,21,31,34,25,25,0,0,0,0,0,0,0,0,2,9,11,11,0,0,,,9426786303,,,9428467726,
264,24091501002,C.R.C. NO. 14,SCHOOL NO.81,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,15,13,15,12,14,10,13,12,11,13,9,12,12,19,12,15,0,0,0,0,0,0,0,0,2,6,8,8,0,0,,,,,,,
265,24091501006,C.R.C. NO. 10,PRINCESS SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,57,37,51,45,44,37,43,34,46,30,48,29,50,24,33,19,0,0,0,0,0,0,0,0,0,5,5,5,0,0,281,2570111,9824210241,,,,princessschoolrajkot@gmail.com
266,24091501007,C.R.C. NO. 10,NEW ERA SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,59,38,63,40,68,40,70,29,52,35,56,49,51,48,46,37,0,0,0,0,0,0,0,0,1,6,7,7,0,0,281,2446441,9974419625,,,,neweraschool2011@gmail.com
267,24091501008,C.R.C. NO. 10,SMT. K R MODI PRIMARY SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,72,49,67,35,86,40,65,38,99,29,68,25,46,14,56,22,0,0,0,0,0,0,0,0,5,33,38,0,38,0,281,2481587,9409018475,,,,pvmindra@gmail.com
268,24091501009,C.R.C. NO. 10,SMT. J P MODI PRIMARY SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,47,30,36,24,48,30,66,29,91,37,113,43,106,44,128,48,0,0,0,0,0,0,0,0,6,32,38,0,38,0,281,2481587,9824841938,281,2481587,,pvmindra@gmail.com
269,24091501011,C.R.C. NO. 10,GAUTAM VIDHYALAY,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,35,18,49,15,59,34,47,22,60,26,66,26,60,35,81,19,0,0,0,0,0,0,0,0,1,8,9,9,0,0,281,2457709,9429375213,,,,g.k.bharad2012@gmail.com
270,24091501013,C.R.C. NO. 10,S K PATHAK VIDYA MANDIR,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,8,8,14,8,33,15,33,17,52,28,66,27,74,35,43,82,0,0,0,0,0,0,0,0,8,13,21,21,0,0,281,2458516,,,,,hspothak@pathakschools.org
271,24091501014,C.R.C. NO. 10,HOLY SAINTS SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,73,51,84,35,72,46,72,42,71,43,64,48,55,36,52,27,0,0,0,0,0,0,0,0,0,2,2,2,0,0,281,2585890,9825446302,,,,rbmb2009@gmail.com
272,24091501015,C.R.C. NO. 10,NIRMALA CONVENT SCHOOL,Pvt. Unaided                                                               ,Pr. Up Pr. and Secondary Only                                              ,0,237,0,239,0,239,0,241,0,239,0,239,0,242,0,237,0,0,0,0,0,0,0,0,4,23,27,27,0,0,281,2451133,9714036608,,,9898921450,ncsrajkot@gmail.com
273,24091501016,C.R.C. NO. 10,"SAURASTRA HIGH SCHOOL,PRIMARY SECTION",Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,3,9,3,5,10,4,4,6,9,5,11,4,14,3,19,0,0,0,0,0,0,0,0,0,1,8,9,9,0,0,281,2571318,9725021058,,,,saurashtrahighschool@yahoo.com
274,24091501017,C.R.C. NO. 10,NEW XPARIMENTAL SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,0,1,1,1,0,1,1,0,0,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,281,0,9558065353,,,,
